Gassy Well w/separator  August 1996
5x5i03.csv,  Start Time = 0 sec, Duration = 59 sec
08/04/96
0:00:00 AM
time(sec),     pos(in)
 0 ,           50.6 
 .02 ,         49.67 
 .04 ,         48.75 
 .06 ,         47.84 
 .08 ,         46.95 
 .1 ,          46.06 
 .12 ,         45.19 
 .14 ,         44.33 
 .16 ,         43.48 
 .18 ,         42.63 
 .2 ,          41.79 
 .22 ,         40.96 
 .24 ,         40.12 
 .26 ,         39.3 
 .28 ,         38.48 
 .3 ,          37.67 
 .32 ,         36.88 
 .34 ,         36.09 
 .36 ,         35.3 
 .38 ,         34.53 
 .4 ,          33.76 
 .42 ,         32.99 
 .44 ,         32.23 
 .46 ,         31.47 
 .48 ,         30.72 
 .5 ,          29.98 
 .52 ,         29.25 
 .54 ,         28.53 
 .56 ,         27.83 
 .58 ,         27.13 
 .6 ,          26.46 
 .62 ,         25.79 
 .64 ,         25.13 
 .66 ,         24.48 
 .68 ,         23.84 
 .7 ,          23.21 
 .72 ,         22.6 
 .74 ,         21.99 
 .76 ,         21.4 
 .78 ,         20.83 
 .8 ,          20.27 
 .82 ,         19.74 
 .84 ,         19.22 
 .86 ,         18.73 
 .88 ,         18.25 
 .9 ,          17.79 
 .92 ,         17.35 
 .94 ,         16.92 
 .96 ,         16.51 
 .98 ,         16.12 
 1 ,           15.74 
 1.02 ,        15.38 
 1.04 ,        15.03 
 1.06 ,        14.7 
 1.08 ,        14.39 
 1.1 ,         14.1 
 1.12 ,        13.82 
 1.14 ,        13.56 
 1.16 ,        13.31 
 1.18 ,        13.07 
 1.2 ,         12.85 
 1.22 ,        12.63 
 1.24 ,        12.43 
 1.26 ,        12.23 
 1.28 ,        12.04 
 1.3 ,         11.85 
 1.32 ,        11.68 
 1.34 ,        11.52 
 1.36 ,        11.36 
 1.38 ,        11.22 
 1.4 ,         11.09 
 1.42 ,        10.96 
 1.44 ,        10.84 
 1.46 ,        10.73 
 1.48 ,        10.62 
 1.5 ,         10.51 
 1.52 ,        10.41 
 1.54 ,        10.31 
 1.56 ,        10.21 
 1.58 ,        10.12 
 1.6 ,         10.03 
 1.62 ,        9.94 
 1.64 ,        9.86 
 1.66 ,        9.79 
 1.68 ,        9.72 
 1.7 ,         9.66 
 1.72 ,        9.6 
 1.74 ,        9.55 
 1.76 ,        9.51 
 1.78 ,        9.47 
 1.8 ,         9.43 
 1.82 ,        9.41 
 1.84 ,        9.39 
 1.86 ,        9.38 
 1.88 ,        9.38 
 1.9 ,         9.39 
 1.92 ,        9.41 
 1.94 ,        9.44 
 1.96 ,        9.49 
 1.98 ,        9.54 
 2 ,           9.59 
 2.02 ,        9.66 
 2.04 ,        9.73 
 2.06 ,        9.81 
 2.08 ,        9.9 
 2.1 ,         10 
 2.12 ,        10.11 
 2.14 ,        10.24 
 2.16 ,        10.38 
 2.18 ,        10.54 
 2.2 ,         10.72 
 2.22 ,        10.92 
 2.24 ,        11.13 
 2.26 ,        11.35 
 2.28 ,        11.59 
 2.3 ,         11.83 
 2.32 ,        12.08 
 2.34 ,        12.34 
 2.36 ,        12.6 
 2.38 ,        12.86 
 2.4 ,         13.13 
 2.42 ,        13.41 
 2.44 ,        13.69 
 2.46 ,        13.97 
 2.48 ,        14.26 
 2.5 ,         14.56 
 2.52 ,        14.85 
 2.54 ,        15.16 
 2.56 ,        15.47 
 2.58 ,        15.79 
 2.6 ,         16.11 
 2.62 ,        16.44 
 2.64 ,        16.78 
 2.66 ,        17.14 
 2.68 ,        17.5 
 2.7 ,         17.88 
 2.72 ,        18.27 
 2.74 ,        18.69 
 2.76 ,        19.11 
 2.78 ,        19.56 
 2.8 ,         20.02 
 2.82 ,        20.5 
 2.84 ,        21 
 2.86 ,        21.52 
 2.88 ,        22.06 
 2.9 ,         22.61 
 2.92 ,        23.18 
 2.94 ,        23.77 
 2.96 ,        24.37 
 2.98 ,        24.98 
 3 ,           25.61 
 3.02 ,        26.26 
 3.04 ,        26.92 
 3.06 ,        27.59 
 3.08 ,        28.28 
 3.1 ,         28.98 
 3.12 ,        29.69 
 3.14 ,        30.42 
 3.16 ,        31.15 
 3.18 ,        31.9 
 3.2 ,         32.66 
 3.22 ,        33.42 
 3.24 ,        34.2 
 3.26 ,        34.98 
 3.28 ,        35.77 
 3.3 ,         36.57 
 3.32 ,        37.38 
 3.34 ,        38.19 
 3.36 ,        39.01 
 3.38 ,        39.83 
 3.4 ,         40.66 
 3.42 ,        41.49 
 3.44 ,        42.31 
 3.46 ,        43.14 
 3.48 ,        43.97 
 3.5 ,         44.79 
 3.52 ,        45.61 
 3.54 ,        46.44 
 3.56 ,        47.26 
 3.58 ,        48.08 
 3.6 ,         48.91 
 3.62 ,        49.73 
 3.64 ,        50.56 
 3.66 ,        51.39 
 3.68 ,        52.22 
 3.7 ,         53.06 
 3.72 ,        53.9 
 3.74 ,        54.74 
 3.76 ,        55.59 
 3.78 ,        56.45 
 3.8 ,         57.3 
 3.82 ,        58.17 
 3.84 ,        59.04 
 3.86 ,        59.92 
 3.88 ,        60.8 
 3.9 ,         61.69 
 3.92 ,        62.59 
 3.94 ,        63.49 
 3.96 ,        64.4 
 3.98 ,        65.32 
 4 ,           66.24 
 4.02 ,        67.17 
 4.04 ,        68.12 
 4.06 ,        69.06 
 4.08 ,        70.02 
 4.1 ,         70.99 
 4.12 ,        71.97 
 4.14 ,        72.96 
 4.16 ,        73.96 
 4.18 ,        74.98 
 4.2 ,         76 
 4.22 ,        77.03 
 4.24 ,        78.06 
 4.26 ,        79.1 
 4.28 ,        80.15 
 4.3 ,         81.21 
 4.32 ,        82.27 
 4.34 ,        83.34 
 4.36 ,        84.42 
 4.38 ,        85.51 
 4.4 ,         86.6 
 4.42 ,        87.7 
 4.44 ,        88.81 
 4.46 ,        89.91 
 4.48 ,        91.02 
 4.5 ,         92.12 
 4.52 ,        93.22 
 4.54 ,        94.32 
 4.56 ,        95.42 
 4.58 ,        96.51 
 4.6 ,         97.6 
 4.62 ,        98.69 
 4.64 ,        99.78 
 4.66 ,        100.87 
 4.68 ,        101.96 
 4.7 ,         103.04 
 4.72 ,        104.11 
 4.74 ,        105.18 
 4.76 ,        106.24 
 4.78 ,        107.28 
 4.8 ,         108.32 
 4.82 ,        109.36 
 4.84 ,        110.38 
 4.86 ,        111.41 
 4.88 ,        112.43 
 4.9 ,         113.45 
 4.92 ,        114.47 
 4.94 ,        115.49 
 4.96 ,        116.5 
 4.98 ,        117.51 
 5 ,           118.51 
 5.02 ,        119.5 
 5.04 ,        120.48 
 5.06 ,        121.45 
 5.08 ,        122.42 
 5.1 ,         123.38 
 5.12 ,        124.34 
 5.14 ,        125.3 
 5.16 ,        126.26 
 5.18 ,        127.21 
 5.2 ,         128.16 
 5.22 ,        129.11 
 5.24 ,        130.06 
 5.26 ,        131.01 
 5.28 ,        131.95 
 5.3 ,         132.89 
 5.32 ,        133.82 
 5.34 ,        134.75 
 5.36 ,        135.68 
 5.38 ,        136.6 
 5.4 ,         137.53 
 5.42 ,        138.45 
 5.44 ,        139.37 
 5.46 ,        140.28 
 5.48 ,        141.2 
 5.5 ,         142.11 
 5.52 ,        143.01 
 5.54 ,        143.91 
 5.56 ,        144.8 
 5.58 ,        145.68 
 5.6 ,         146.55 
 5.62 ,        147.4 
 5.64 ,        148.25 
 5.66 ,        149.09 
 5.68 ,        149.91 
 5.7 ,         150.73 
 5.72 ,        151.54 
 5.74 ,        152.34 
 5.76 ,        153.12 
 5.78 ,        153.9 
 5.8 ,         154.67 
 5.82 ,        155.42 
 5.84 ,        156.15 
 5.86 ,        156.87 
 5.88 ,        157.58 
 5.9 ,         158.27 
 5.92 ,        158.94 
 5.94 ,        159.6 
 5.96 ,        160.24 
 5.98 ,        160.87 
 6 ,           161.48 
 6.02 ,        162.08 
 6.04 ,        162.65 
 6.06 ,        163.21 
 6.08 ,        163.75 
 6.1 ,         164.26 
 6.12 ,        164.76 
 6.14 ,        165.24 
 6.16 ,        165.69 
 6.18 ,        166.13 
 6.2 ,         166.54 
 6.22 ,        166.94 
 6.24 ,        167.32 
 6.26 ,        167.69 
 6.28 ,        168.04 
 6.3 ,         168.38 
 6.32 ,        168.7 
 6.34 ,        169 
 6.36 ,        169.29 
 6.38 ,        169.55 
 6.4 ,         169.8 
 6.42 ,        170.03 
 6.44 ,        170.25 
 6.46 ,        170.44 
 6.48 ,        170.61 
 6.5 ,         170.77 
 6.52 ,        170.91 
 6.54 ,        171.03 
 6.56 ,        171.13 
 6.58 ,        171.22 
 6.6 ,         171.29 
 6.62 ,        171.33 
 6.64 ,        171.36 
 6.66 ,        171.37 
 6.68 ,        171.37 
 6.7 ,         171.35 
 6.72 ,        171.32 
 6.74 ,        171.27 
 6.76 ,        171.22 
 6.78 ,        171.15 
 6.8 ,         171.08 
 6.82 ,        170.99 
 6.84 ,        170.89 
 6.86 ,        170.77 
 6.88 ,        170.63 
 6.9 ,         170.47 
 6.92 ,        170.28 
 6.94 ,        170.05 
 6.96 ,        169.79 
 6.98 ,        169.49 
 7 ,           169.16 
 7.02 ,        168.79 
 7.04 ,        168.39 
 7.06 ,        167.96 
 7.08 ,        167.51 
 7.1 ,         167.03 
 7.12 ,        166.53 
 7.14 ,        166.01 
 7.16 ,        165.48 
 7.18 ,        164.93 
 7.2 ,         164.36 
 7.22 ,        163.78 
 7.24 ,        163.17 
 7.26 ,        162.53 
 7.28 ,        161.87 
 7.3 ,         161.18 
 7.32 ,        160.46 
 7.34 ,        159.7 
 7.36 ,        158.91 
 7.38 ,        158.09 
 7.4 ,         157.23 
 7.42 ,        156.34 
 7.44 ,        155.42 
 7.46 ,        154.46 
 7.48 ,        153.47 
 7.5 ,         152.46 
 7.52 ,        151.42 
 7.54 ,        150.36 
 7.56 ,        149.28 
 7.58 ,        148.18 
 7.6 ,         147.07 
 7.62 ,        145.95 
 7.64 ,        144.82 
 7.66 ,        143.69 
 7.68 ,        142.55 
 7.7 ,         141.4 
 7.72 ,        140.25 
 7.74 ,        139.1 
 7.76 ,        137.94 
 7.78 ,        136.77 
 7.8 ,         135.6 
 7.82 ,        134.41 
 7.84 ,        133.22 
 7.86 ,        132.01 
 7.88 ,        130.79 
 7.9 ,         129.56 
 7.92 ,        128.31 
 7.94 ,        127.05 
 7.96 ,        125.78 
 7.98 ,        124.51 
 8 ,           123.23 
 8.02 ,        121.95 
 8.04 ,        120.68 
 8.06 ,        119.4 
 8.08 ,        118.11 
 8.1 ,         116.82 
 8.12 ,        115.52 
 8.14 ,        114.2 
 8.16 ,        112.87 
 8.18 ,        111.52 
 8.2 ,         110.16 
 8.22 ,        108.79 
 8.24 ,        107.4 
 8.26 ,        106.01 
 8.28 ,        104.6 
 8.3 ,         103.19 
 8.32 ,        101.76 
 8.34 ,        100.33 
 8.36 ,        98.88 
 8.38 ,        97.42 
 8.4 ,         95.95 
 8.42 ,        94.46 
 8.44 ,        92.97 
 8.46 ,        91.47 
 8.48 ,        89.97 
 8.5 ,         88.47 
 8.52 ,        86.97 
 8.54 ,        85.48 
 8.56 ,        84 
 8.58 ,        82.53 
 8.6 ,         81.06 
 8.62 ,        79.61 
 8.64 ,        78.17 
 8.66 ,        76.73 
 8.68 ,        75.3 
 8.7 ,         73.88 
 8.72 ,        72.47 
 8.74 ,        71.08 
 8.76 ,        69.69 
 8.78 ,        68.32 
 8.8 ,         66.97 
 8.82 ,        65.64 
 8.84 ,        64.32 
 8.86 ,        63.03 
 8.88 ,        61.76 
 8.9 ,         60.51 
 8.92 ,        59.28 
 8.94 ,        58.07 
 8.96 ,        56.88 
 8.98 ,        55.71 
 9 ,           54.57 
 9.02 ,        53.44 
 9.04 ,        52.34 
 9.06 ,        51.26 
 9.08 ,        50.2 
 9.1 ,         49.17 
 9.12 ,        48.15 
 9.14 ,        47.16 
 9.16 ,        46.18 
 9.18 ,        45.22 
 9.2 ,         44.28 
 9.22 ,        43.35 
 9.24 ,        42.43 
 9.26 ,        41.52 
 9.28 ,        40.62 
 9.3 ,         39.74 
 9.32 ,        38.87 
 9.34 ,        38.01 
 9.36 ,        37.16 
 9.38 ,        36.31 
 9.4 ,         35.47 
 9.42 ,        34.63 
 9.44 ,        33.8 
 9.46 ,        32.97 
 9.48 ,        32.16 
 9.5 ,         31.35 
 9.52 ,        30.55 
 9.54 ,        29.76 
 9.56 ,        28.97 
 9.58 ,        28.2 
 9.6 ,         27.42 
 9.62 ,        26.66 
 9.64 ,        25.89 
 9.66 ,        25.14 
 9.68 ,        24.39 
 9.7 ,         23.65 
 9.72 ,        22.92 
 9.74 ,        22.2 
 9.76 ,        21.5 
 9.78 ,        20.81 
 9.8 ,         20.13 
 9.82 ,        19.47 
 9.84 ,        18.81 
 9.86 ,        18.16 
 9.88 ,        17.52 
 9.9 ,         16.88 
 9.92 ,        16.26 
 9.94 ,        15.66 
 9.96 ,        15.06 
 9.98 ,        14.49 
 10 ,          13.93 
 10.02 ,       13.39 
 10.04 ,       12.88 
 10.06 ,       12.38 
 10.08 ,       11.9 
 10.1 ,        11.44 
 10.12 ,       11 
 10.14 ,       10.57 
 10.16 ,       10.16 
 10.18 ,       9.77 
 10.2 ,        9.39 
 10.22 ,       9.02 
 10.24 ,       8.68 
 10.26 ,       8.35 
 10.28 ,       8.04 
 10.3 ,        7.75 
 10.32 ,       7.47 
 10.34 ,       7.21 
 10.36 ,       6.96 
 10.38 ,       6.72 
 10.4 ,        6.5 
 10.42 ,       6.28 
 10.44 ,       6.07 
 10.46 ,       5.87 
 10.48 ,       5.68 
 10.5 ,        5.5 
 10.52 ,       5.33 
 10.54 ,       5.17 
 10.56 ,       5.02 
 10.58 ,       4.88 
 10.6 ,        4.75 
 10.62 ,       4.63 
 10.64 ,       4.51 
 10.66 ,       4.4 
 10.68 ,       4.3 
 10.7 ,        4.19 
 10.72 ,       4.09 
 10.74 ,       4 
 10.76 ,       3.9 
 10.78 ,       3.81 
 10.8 ,        3.72 
 10.82 ,       3.64 
 10.84 ,       3.56 
 10.86 ,       3.49 
 10.88 ,       3.42 
 10.9 ,        3.36 
 10.92 ,       3.31 
 10.94 ,       3.26 
 10.96 ,       3.22 
 10.98 ,       3.18 
 11 ,          3.15 
 11.02 ,       3.12 
 11.04 ,       3.1 
 11.06 ,       3.1 
 11.08 ,       3.1 
 11.1 ,        3.11 
 11.12 ,       3.14 
 11.14 ,       3.17 
 11.16 ,       3.22 
 11.18 ,       3.27 
 11.2 ,        3.33 
 11.22 ,       3.39 
 11.24 ,       3.47 
 11.26 ,       3.54 
 11.28 ,       3.63 
 11.3 ,        3.73 
 11.32 ,       3.84 
 11.34 ,       3.96 
 11.36 ,       4.1 
 11.38 ,       4.26 
 11.4 ,        4.44 
 11.42 ,       4.64 
 11.44 ,       4.85 
 11.46 ,       5.07 
 11.48 ,       5.31 
 11.5 ,        5.56 
 11.52 ,       5.81 
 11.54 ,       6.07 
 11.56 ,       6.33 
 11.58 ,       6.6 
 11.6 ,        6.87 
 11.62 ,       7.14 
 11.64 ,       7.43 
 11.66 ,       7.71 
 11.68 ,       8 
 11.7 ,        8.3 
 11.72 ,       8.6 
 11.74 ,       8.91 
 11.76 ,       9.22 
 11.78 ,       9.54 
 11.8 ,        9.86 
 11.82 ,       10.19 
 11.84 ,       10.53 
 11.86 ,       10.88 
 11.88 ,       11.25 
 11.9 ,        11.63 
 11.92 ,       12.02 
 11.94 ,       12.44 
 11.96 ,       12.86 
 11.98 ,       13.31 
 12 ,          13.77 
 12.02 ,       14.25 
 12.04 ,       14.74 
 12.06 ,       15.26 
 12.08 ,       15.79 
 12.1 ,        16.35 
 12.12 ,       16.91 
 12.14 ,       17.5 
 12.16 ,       18.1 
 12.18 ,       18.72 
 12.2 ,        19.35 
 12.22 ,       19.99 
 12.24 ,       20.65 
 12.26 ,       21.33 
 12.28 ,       22.01 
 12.3 ,        22.71 
 12.32 ,       23.42 
 12.34 ,       24.15 
 12.36 ,       24.89 
 12.38 ,       25.63 
 12.4 ,        26.39 
 12.42 ,       27.16 
 12.44 ,       27.94 
 12.46 ,       28.73 
 12.48 ,       29.52 
 12.5 ,        30.32 
 12.52 ,       31.13 
 12.54 ,       31.95 
 12.56 ,       32.77 
 12.58 ,       33.6 
 12.6 ,        34.43 
 12.62 ,       35.26 
 12.64 ,       36.09 
 12.66 ,       36.92 
 12.68 ,       37.75 
 12.7 ,        38.58 
 12.72 ,       39.4 
 12.74 ,       40.23 
 12.76 ,       41.06 
 12.78 ,       41.88 
 12.8 ,        42.71 
 12.82 ,       43.54 
 12.84 ,       44.37 
 12.86 ,       45.21 
 12.88 ,       46.04 
 12.9 ,        46.88 
 12.92 ,       47.73 
 12.94 ,       48.58 
 12.96 ,       49.43 
 12.98 ,       50.29 
 13 ,          51.15 
 13.02 ,       52.02 
 13.04 ,       52.9 
 13.06 ,       53.78 
 13.08 ,       54.66 
 13.1 ,        55.56 
 13.12 ,       56.46 
 13.14 ,       57.36 
 13.16 ,       58.27 
 13.18 ,       59.19 
 13.2 ,        60.12 
 13.22 ,       61.05 
 13.24 ,       61.99 
 13.26 ,       62.94 
 13.28 ,       63.9 
 13.3 ,        64.88 
 13.32 ,       65.86 
 13.34 ,       66.85 
 13.36 ,       67.86 
 13.38 ,       68.88 
 13.4 ,        69.9 
 13.42 ,       70.94 
 13.44 ,       71.98 
 13.46 ,       73.02 
 13.48 ,       74.07 
 13.5 ,        75.13 
 13.52 ,       76.2 
 13.54 ,       77.28 
 13.56 ,       78.36 
 13.58 ,       79.45 
 13.6 ,        80.55 
 13.62 ,       81.66 
 13.64 ,       82.77 
 13.66 ,       83.88 
 13.68 ,       84.99 
 13.7 ,        86.1 
 13.72 ,       87.21 
 13.74 ,       88.32 
 13.76 ,       89.42 
 13.78 ,       90.52 
 13.8 ,        91.62 
 13.82 ,       92.73 
 13.84 ,       93.83 
 13.86 ,       94.93 
 13.88 ,       96.02 
 13.9 ,        97.11 
 13.92 ,       98.2 
 13.94 ,       99.27 
 13.96 ,       100.34 
 13.98 ,       101.39 
 14 ,          102.44 
 14.02 ,       103.48 
 14.04 ,       104.51 
 14.06 ,       105.55 
 14.08 ,       106.58 
 14.1 ,        107.61 
 14.12 ,       108.64 
 14.14 ,       109.67 
 14.16 ,       110.69 
 14.18 ,       111.71 
 14.2 ,        112.71 
 14.22 ,       113.71 
 14.24 ,       114.7 
 14.26 ,       115.69 
 14.28 ,       116.67 
 14.3 ,        117.64 
 14.32 ,       118.61 
 14.34 ,       119.58 
 14.36 ,       120.54 
 14.38 ,       121.51 
 14.4 ,        122.47 
 14.42 ,       123.43 
 14.44 ,       124.39 
 14.46 ,       125.35 
 14.48 ,       126.3 
 14.5 ,        127.24 
 14.52 ,       128.19 
 14.54 ,       129.12 
 14.56 ,       130.06 
 14.58 ,       130.99 
 14.6 ,        131.92 
 14.62 ,       132.85 
 14.64 ,       133.78 
 14.66 ,       134.7 
 14.68 ,       135.63 
 14.7 ,        136.55 
 14.72 ,       137.47 
 14.74 ,       138.38 
 14.76 ,       139.28 
 14.78 ,       140.17 
 14.8 ,        141.05 
 14.82 ,       141.91 
 14.84 ,       142.77 
 14.86 ,       143.62 
 14.88 ,       144.46 
 14.9 ,        145.28 
 14.92 ,       146.1 
 14.94 ,       146.91 
 14.96 ,       147.71 
 14.98 ,       148.5 
 15 ,          149.28 
 15.02 ,       150.04 
 15.04 ,       150.79 
 15.06 ,       151.52 
 15.08 ,       152.23 
 15.1 ,        152.93 
 15.12 ,       153.62 
 15.14 ,       154.29 
 15.16 ,       154.95 
 15.18 ,       155.59 
 15.2 ,        156.21 
 15.22 ,       156.82 
 15.24 ,       157.42 
 15.26 ,       157.99 
 15.28 ,       158.54 
 15.3 ,        159.08 
 15.32 ,       159.59 
 15.34 ,       160.08 
 15.36 ,       160.54 
 15.38 ,       160.99 
 15.4 ,        161.42 
 15.42 ,       161.83 
 15.44 ,       162.23 
 15.46 ,       162.61 
 15.48 ,       162.97 
 15.5 ,        163.32 
 15.52 ,       163.66 
 15.54 ,       163.98 
 15.56 ,       164.28 
 15.58 ,       164.56 
 15.6 ,        164.82 
 15.62 ,       165.06 
 15.64 ,       165.29 
 15.66 ,       165.5 
 15.68 ,       165.68 
 15.7 ,        165.86 
 15.72 ,       166.01 
 15.74 ,       166.15 
 15.76 ,       166.27 
 15.78 ,       166.37 
 15.8 ,        166.45 
 15.82 ,       166.52 
 15.84 ,       166.56 
 15.86 ,       166.58 
 15.88 ,       166.59 
 15.9 ,        166.58 
 15.92 ,       166.56 
 15.94 ,       166.52 
 15.96 ,       166.48 
 15.98 ,       166.42 
 16 ,          166.35 
 16.02 ,       166.28 
 16.04 ,       166.19 
 16.06 ,       166.09 
 16.08 ,       165.97 
 16.1 ,        165.82 
 16.12 ,       165.64 
 16.14 ,       165.44 
 16.16 ,       165.2 
 16.18 ,       164.92 
 16.2 ,        164.61 
 16.22 ,       164.26 
 16.24 ,       163.88 
 16.26 ,       163.47 
 16.28 ,       163.03 
 16.3 ,        162.56 
 16.32 ,       162.08 
 16.34 ,       161.58 
 16.36 ,       161.06 
 16.38 ,       160.52 
 16.4 ,        159.97 
 16.42 ,       159.4 
 16.44 ,       158.8 
 16.46 ,       158.18 
 16.48 ,       157.54 
 16.5 ,        156.87 
 16.52 ,       156.16 
 16.54 ,       155.43 
 16.56 ,       154.66 
 16.58 ,       153.86 
 16.6 ,        153.02 
 16.62 ,       152.16 
 16.64 ,       151.25 
 16.66 ,       150.32 
 16.68 ,       149.35 
 16.7 ,        148.35 
 16.72 ,       147.33 
 16.74 ,       146.28 
 16.76 ,       145.21 
 16.78 ,       144.13 
 16.8 ,        143.03 
 16.82 ,       141.92 
 16.84 ,       140.8 
 16.86 ,       139.67 
 16.88 ,       138.54 
 16.9 ,        137.41 
 16.92 ,       136.26 
 16.94 ,       135.12 
 16.96 ,       133.97 
 16.98 ,       132.82 
 17 ,          131.65 
 17.02 ,       130.48 
 17.04 ,       129.3 
 17.06 ,       128.11 
 17.08 ,       126.9 
 17.1 ,        125.68 
 17.12 ,       124.44 
 17.14 ,       123.19 
 17.16 ,       121.93 
 17.18 ,       120.66 
 17.2 ,        119.39 
 17.22 ,       118.13 
 17.24 ,       116.86 
 17.26 ,       115.59 
 17.28 ,       114.31 
 17.3 ,        113.03 
 17.32 ,       111.74 
 17.34 ,       110.44 
 17.36 ,       109.12 
 17.38 ,       107.79 
 17.4 ,        106.45 
 17.42 ,       105.09 
 17.44 ,       103.72 
 17.46 ,       102.35 
 17.48 ,       100.96 
 17.5 ,        99.57 
 17.52 ,       98.16 
 17.54 ,       96.74 
 17.56 ,       95.31 
 17.58 ,       93.86 
 17.6 ,        92.41 
 17.62 ,       90.94 
 17.64 ,       89.46 
 17.66 ,       87.97 
 17.68 ,       86.48 
 17.7 ,        84.99 
 17.72 ,       83.5 
 17.74 ,       82.02 
 17.76 ,       80.55 
 17.78 ,       79.09 
 17.8 ,        77.63 
 17.82 ,       76.18 
 17.84 ,       74.74 
 17.86 ,       73.3 
 17.88 ,       71.88 
 17.9 ,        70.46 
 17.92 ,       69.05 
 17.94 ,       67.66 
 17.96 ,       66.28 
 17.98 ,       64.91 
 18 ,          63.56 
 18.02 ,       62.22 
 18.04 ,       60.91 
 18.06 ,       59.61 
 18.08 ,       58.34 
 18.1 ,        57.08 
 18.12 ,       55.85 
 18.14 ,       54.63 
 18.16 ,       53.44 
 18.18 ,       52.27 
 18.2 ,        51.13 
 18.22 ,       50.01 
 18.24 ,       48.9 
 18.26 ,       47.82 
 18.28 ,       46.76 
 18.3 ,        45.73 
 18.32 ,       44.71 
 18.34 ,       43.72 
 18.36 ,       42.74 
 18.38 ,       41.78 
 18.4 ,        40.83 
 18.42 ,       39.91 
 18.44 ,       38.99 
 18.46 ,       38.09 
 18.48 ,       37.2 
 18.5 ,        36.33 
 18.52 ,       35.46 
 18.54 ,       34.61 
 18.56 ,       33.77 
 18.58 ,       32.93 
 18.6 ,        32.1 
 18.62 ,       31.27 
 18.64 ,       30.45 
 18.66 ,       29.63 
 18.68 ,       28.83 
 18.7 ,        28.03 
 18.72 ,       27.24 
 18.74 ,       26.46 
 18.76 ,       25.69 
 18.78 ,       24.92 
 18.8 ,        24.16 
 18.82 ,       23.4 
 18.84 ,       22.65 
 18.86 ,       21.9 
 18.88 ,       21.15 
 18.9 ,        20.42 
 18.92 ,       19.69 
 18.94 ,       18.98 
 18.96 ,       18.28 
 18.98 ,       17.6 
 19 ,          16.93 
 19.02 ,       16.27 
 19.04 ,       15.62 
 19.06 ,       14.97 
 19.08 ,       14.34 
 19.1 ,        13.71 
 19.12 ,       13.09 
 19.14 ,       12.49 
 19.16 ,       11.89 
 19.18 ,       11.32 
 19.2 ,        10.76 
 19.22 ,       10.22 
 19.24 ,       9.7 
 19.26 ,       9.2 
 19.28 ,       8.72 
 19.3 ,        8.26 
 19.32 ,       7.81 
 19.34 ,       7.39 
 19.36 ,       6.97 
 19.38 ,       6.58 
 19.4 ,        6.2 
 19.42 ,       5.83 
 19.44 ,       5.49 
 19.46 ,       5.16 
 19.48 ,       4.85 
 19.5 ,        4.55 
 19.52 ,       4.28 
 19.54 ,       4.02 
 19.56 ,       3.77 
 19.58 ,       3.54 
 19.6 ,        3.32 
 19.62 ,       3.11 
 19.64 ,       2.9 
 19.66 ,       2.71 
 19.68 ,       2.52 
 19.7 ,        2.34 
 19.72 ,       2.17 
 19.74 ,       2.02 
 19.76 ,       1.87 
 19.78 ,       1.73 
 19.8 ,        1.61 
 19.82 ,       1.49 
 19.84 ,       1.38 
 19.86 ,       1.28 
 19.88 ,       1.18 
 19.9 ,        1.09 
 19.92 ,       1 
 19.94 ,       .91 
 19.96 ,       .82 
 19.98 ,       .74 
 20 ,          .66 
 20.02 ,       .58 
 20.04 ,       .51 
 20.06 ,       .45 
 20.08 ,       .39 
 20.1 ,        .34 
 20.12 ,       .29 
 20.14 ,       .25 
 20.16 ,       .21 
 20.18 ,       .18 
 20.2 ,        .15 
 20.22 ,       .13 
 20.24 ,       .11 
 20.26 ,       .1 
 20.28 ,       .11 
 20.3 ,        .12 
 20.32 ,       .15 
 20.34 ,       .19 
 20.36 ,       .23 
 20.38 ,       .29 
 20.4 ,        .36 
 20.42 ,       .43 
 20.44 ,       .51 
 20.46 ,       .59 
 20.48 ,       .68 
 20.5 ,        .78 
 20.52 ,       .89 
 20.54 ,       1.01 
 20.56 ,       1.15 
 20.58 ,       1.31 
 20.6 ,        1.49 
 20.62 ,       1.68 
 20.64 ,       1.89 
 20.66 ,       2.11 
 20.68 ,       2.35 
 20.7 ,        2.6 
 20.72 ,       2.85 
 20.74 ,       3.12 
 20.76 ,       3.39 
 20.78 ,       3.66 
 20.8 ,        3.94 
 20.82 ,       4.22 
 20.84 ,       4.5 
 20.86 ,       4.8 
 20.88 ,       5.09 
 20.9 ,        5.4 
 20.92 ,       5.71 
 20.94 ,       6.02 
 20.96 ,       6.34 
 20.98 ,       6.67 
 21 ,          7 
 21.02 ,       7.34 
 21.04 ,       7.69 
 21.06 ,       8.04 
 21.08 ,       8.41 
 21.1 ,        8.79 
 21.12 ,       9.19 
 21.14 ,       9.6 
 21.16 ,       10.03 
 21.18 ,       10.47 
 21.2 ,        10.93 
 21.22 ,       11.4 
 21.24 ,       11.89 
 21.26 ,       12.41 
 21.28 ,       12.94 
 21.3 ,        13.48 
 21.32 ,       14.05 
 21.34 ,       14.63 
 21.36 ,       15.23 
 21.38 ,       15.84 
 21.4 ,        16.47 
 21.42 ,       17.11 
 21.44 ,       17.77 
 21.46 ,       18.44 
 21.48 ,       19.13 
 21.5 ,        19.83 
 21.52 ,       20.55 
 21.54 ,       21.28 
 21.56 ,       22.02 
 21.58 ,       22.77 
 21.6 ,        23.53 
 21.62 ,       24.3 
